Question ID,Response,Knowledge Component,Difficulty,Answer,Student ID,Status,literal_number_correct,literal_number_incorrect,inferential_number_correct,inferential_number_incorrect,critical_number_correct,critical_number_incorrect
9,B,literal,0.06470921989,A,17,0,5,4,0,2,0,0
10,C,literal,0.06470921989,C,17,1,6,4,0,0,0,0
11,B,critical,0.6044730745,C,17,0,6,5,0,0,0,0
12,A,inferential,0.5759683477,D,17,0,6,6,0,1,0,1
13,C,literal,0.6585900523,A,17,0,6,7,0,2,0,0
14,D,literal,0.6585900523,B,17,0,6,8,0,0,0,0
15,D,critical,1,B,17,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,17,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,17,0,6,11,0,2,0,2
18,C,critical,0.662024699,B,17,0,6,12,0,3,0,3
19,A,inferential,0.7254680353,D,17,0,6,13,0,4,0,4
0,A,literal,0,D,18,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,18,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,18,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,18,1,3,0,2,0,0,0
4,B,inferential,0.3160402773,A,18,0,3,1,2,1,0,0
5,A,inferential,0.4830983286,A,18,1,4,1,3,1,0,0
6,B,literal,0.1370567028,B,18,1,5,1,4,1,0,0
7,B,critical,0.4742685156,D,18,0,5,2,0,0,0,0
8,A,inferential,0.5231932545,B,18,0,5,3,0,1,0,1
9,D,literal,0.06470921989,A,18,0,5,4,0,2,0,0
10,B,literal,0.06470921989,C,18,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,18,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,18,0,5,7,0,1,0,1
13,A,literal,0.6585900523,A,18,1,6,7,1,1,0,0
14,A,literal,0.6585900523,B,18,0,6,8,0,0,0,0
15,B,critical,1,B,18,1,7,8,0,0,0,0
16,D,critical,0.5400272658,C,18,0,7,9,0,1,0,1
17,B,critical,0.5153247851,C,18,0,7,10,0,2,0,2
18,B,critical,0.662024699,B,18,1,8,10,1,2,1,2
19,B,inferential,0.7254680353,D,18,0,8,11,1,3,1,3
0,D,literal,0,D,19,1,0,0,0,0,0,0
1,D,inferential,0.2796508158,B,19,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,19,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,19,0,0,3,0,2,0,0
4,B,inferential,0.3160402773,A,19,0,0,4,0,3,0,0
5,A,inferential,0.4830983286,A,19,1,1,4,1,3,0,0
6,B,literal,0.1370567028,B,19,1,2,4,2,3,0,0
7,A,critical,0.4742685156,D,19,0,2,5,0,0,0,0
8,A,inferential,0.5231932545,B,19,0,2,6,0,1,0,1
9,D,literal,0.06470921989,A,19,0,2,7,0,2,0,0
10,C,literal,0.06470921989,C,19,1,3,7,0,0,0,0
11,B,critical,0.6044730745,C,19,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,19,0,3,9,0,1,0,1
13,B,literal,0.6585900523,A,19,0,3,10,0,2,0,0
14,A,literal,0.6585900523,B,19,0,3,11,0,0,0,0
15,A,critical,1,B,19,0,3,12,0,0,0,0
16,A,critical,0.5400272658,C,19,0,3,13,0,1,0,1
17,A,critical,0.5153247851,C,19,0,3,14,0,2,0,2
18,D,critical,0.662024699,B,19,0,3,15,0,3,0,3
19,D,inferential,0.7254680353,D,19,1,4,15,1,3,1,3
0,D,literal,0,D,20,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,20,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,20,1,2,0,1,0,0,0
3,A,inferential,0.3040887644,C,20,0,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,20,1,3,1,2,1,0,0
5,A,inferential,0.4830983286,A,20,1,4,1,3,1,0,0
6,C,literal,0.1370567028,B,20,0,4,2,3,2,0,0
7,B,critical,0.4742685156,D,20,0,4,3,0,0,0,0
8,A,inferential,0.5231932545,B,20,0,4,4,0,1,0,1
9,C,literal,0.06470921989,A,20,0,4,5,0,2,0,0
10,D,literal,0.06470921989,C,20,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,20,0,4,7,0,0,0,0
12,A,inferential,0.5759683477,D,20,0,4,8,0,1,0,1
13,B,literal,0.6585900523,A,20,0,4,9,0,2,0,0
14,A,literal,0.6585900523,B,20,0,4,10,0,0,0,0
15,A,critical,1,B,20,0,4,11,0,0,0,0
16,C,critical,0.5400272658,C,20,1,5,11,1,0,1,0
17,C,critical,0.5153247851,C,20,1,6,11,2,0,2,0
18,D,critical,0.662024699,B,20,0,6,12,2,1,2,1
19,B,inferential,0.7254680353,D,20,0,6,13,2,2,2,2
0,D,literal,0,D,21,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,21,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,21,1,1,1,1,0,0,0
3,C,inferential,0.3040887644,C,21,1,2,1,2,0,0,0
4,A,inferential,0.3160402773,A,21,1,3,1,3,0,0,0
5,B,inferential,0.4830983286,A,21,0,3,2,3,1,0,0
6,B,literal,0.1370567028,B,21,1,4,2,4,1,0,0
7,A,critical,0.4742685156,D,21,0,4,3,0,0,0,0
8,C,inferential,0.5231932545,B,21,0,4,4,0,1,0,1
9,D,literal,0.06470921989,A,21,0,4,5,0,2,0,0
10,A,literal,0.06470921989,C,21,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,21,0,4,7,0,0,0,0
12,A,inferential,0.5759683477,D,21,0,4,8,0,1,0,1
13,A,literal,0.6585900523,A,21,1,5,8,1,1,0,0
14,B,literal,0.6585900523,B,21,1,6,8,0,0,0,0
15,A,critical,1,B,21,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,21,0,6,10,0,1,0,1
17,C,critical,0.5153247851,C,21,1,7,10,1,1,1,1
18,C,critical,0.662024699,B,21,0,7,11,1,2,1,2
19,B,inferential,0.7254680353,D,21,0,7,12,1,3,1,3
0,D,literal,0,D,22,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,22,1,1,0,0,0,0,0
2,A,inferential,0.4901752136,B,22,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,22,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,22,1,2,2,1,2,0,0
5,B,inferential,0.4830983286,A,22,0,2,3,1,3,0,0
6,B,literal,0.1370567028,B,22,1,3,3,2,3,0,0
7,B,critical,0.4742685156,D,22,0,3,4,0,0,0,0
8,C,inferential,0.5231932545,B,22,0,3,5,0,1,0,1
9,D,literal,0.06470921989,A,22,0,3,6,0,2,0,0
10,A,literal,0.06470921989,C,22,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,22,0,3,8,0,0,0,0
12,B,inferential,0.5759683477,D,22,0,3,9,0,1,0,1
13,C,literal,0.6585900523,A,22,0,3,10,0,2,0,0
14,A,literal,0.6585900523,B,22,0,3,11,0,0,0,0
15,A,critical,1,B,22,0,3,12,0,0,0,0
16,D,critical,0.5400272658,C,22,0,3,13,0,1,0,1
17,C,critical,0.5153247851,C,22,1,4,13,1,1,1,1
18,A,critical,0.662024699,B,22,0,4,14,1,2,1,2
19,B,inferential,0.7254680353,D,22,0,4,15,1,3,1,3
0,C,literal,0,D,23,0,0,0,0,0,0,0
1,D,inferential,0.2796508158,B,23,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,23,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,23,0,0,3,0,2,0,0
4,C,inferential,0.3160402773,A,23,0,0,4,0,3,0,0
5,D,inferential,0.4830983286,A,23,0,0,5,0,4,0,0
6,B,literal,0.1370567028,B,23,1,1,5,1,4,0,0
7,A,critical,0.4742685156,D,23,0,1,6,0,0,0,0
8,B,inferential,0.5231932545,B,23,1,2,6,1,0,1,0
9,C,literal,0.06470921989,A,23,0,2,7,1,1,0,0
10,A,literal,0.06470921989,C,23,0,2,8,0,0,0,0
11,C,critical,0.6044730745,C,23,1,3,8,0,0,0,0
12,B,inferential,0.5759683477,D,23,0,3,9,0,1,0,1
13,B,literal,0.6585900523,A,23,0,3,10,0,2,0,0
14,D,literal,0.6585900523,B,23,0,3,11,0,0,0,0
15,A,critical,1,B,23,0,3,12,0,0,0,0
16,B,critical,0.5400272658,C,23,0,3,13,0,1,0,1
17,B,critical,0.5153247851,C,23,0,3,14,0,2,0,2
18,C,critical,0.662024699,B,23,0,3,15,0,3,0,3
19,C,inferential,0.7254680353,D,23,0,3,16,0,4,0,4
0,A,literal,0,D,24,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,24,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,24,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,24,1,3,0,2,0,0,0
4,B,inferential,0.3160402773,A,24,0,3,1,2,1,0,0
5,C,inferential,0.4830983286,A,24,0,3,2,2,2,0,0
6,B,literal,0.1370567028,B,24,1,4,2,3,2,0,0
7,A,critical,0.4742685156,D,24,0,4,3,0,0,0,0
8,C,inferential,0.5231932545,B,24,0,4,4,0,1,0,1
9,A,literal,0.06470921989,A,24,1,5,4,1,1,0,0
10,A,literal,0.06470921989,C,24,0,5,5,0,0,0,0
11,B,critical,0.6044730745,C,24,0,5,6,0,0,0,0
12,C,inferential,0.5759683477,D,24,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,24,0,5,8,0,2,0,0
14,C,literal,0.6585900523,B,24,0,5,9,0,0,0,0
15,A,critical,1,B,24,0,5,10,0,0,0,0
16,C,critical,0.5400272658,C,24,1,6,10,1,0,1,0
17,B,critical,0.5153247851,C,24,0,6,11,1,1,1,1
18,B,critical,0.662024699,B,24,1,7,11,2,1,2,1
19,B,inferential,0.7254680353,D,24,0,7,12,2,2,2,2
0,D,literal,0,D,25,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,25,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,25,1,1,1,1,0,0,0
3,C,inferential,0.3040887644,C,25,1,2,1,2,0,0,0
4,C,inferential,0.3160402773,A,25,0,2,2,2,1,0,0
5,A,inferential,0.4830983286,A,25,1,3,2,3,1,0,0
6,A,literal,0.1370567028,B,25,0,3,3,3,2,0,0
7,A,critical,0.4742685156,D,25,0,3,4,0,0,0,0
8,C,inferential,0.5231932545,B,25,0,3,5,0,1,0,1
9,B,literal,0.06470921989,A,25,0,3,6,0,2,0,0
10,A,literal,0.06470921989,C,25,0,3,7,0,0,0,0
11,D,critical,0.6044730745,C,25,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,25,0,3,9,0,1,0,1
13,C,literal,0.6585900523,A,25,0,3,10,0,2,0,0
14,B,literal,0.6585900523,B,25,1,4,10,0,0,0,0
15,D,critical,1,B,25,0,4,11,0,0,0,0
16,D,critical,0.5400272658,C,25,0,4,12,0,1,0,1
17,A,critical,0.5153247851,C,25,0,4,13,0,2,0,2
18,C,critical,0.662024699,B,25,0,4,14,0,3,0,3
19,A,inferential,0.7254680353,D,25,0,4,15,0,4,0,4
0,B,literal,0,D,26,0,0,0,0,0,0,0
1,D,inferential,0.2796508158,B,26,0,0,1,0,0,0,0
2,A,inferential,0.4901752136,B,26,0,0,2,0,1,0,0
3,C,inferential,0.3040887644,C,26,1,1,2,1,1,0,0
4,B,inferential,0.3160402773,A,26,0,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,26,1,2,3,2,2,0,0
6,D,literal,0.1370567028,B,26,0,2,4,2,3,0,0
7,D,critical,0.4742685156,D,26,1,3,4,0,0,0,0
8,C,inferential,0.5231932545,B,26,0,3,5,0,1,0,1
9,C,literal,0.06470921989,A,26,0,3,6,0,2,0,0
10,D,literal,0.06470921989,C,26,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,26,0,3,8,0,0,0,0
12,B,inferential,0.5759683477,D,26,0,3,9,0,1,0,1
13,D,literal,0.6585900523,A,26,0,3,10,0,2,0,0
14,B,literal,0.6585900523,B,26,1,4,10,0,0,0,0
15,B,critical,1,B,26,1,5,10,0,0,0,0
16,A,critical,0.5400272658,C,26,0,5,11,0,1,0,1
17,A,critical,0.5153247851,C,26,0,5,12,0,2,0,2
18,D,critical,0.662024699,B,26,0,5,13,0,3,0,3
19,C,inferential,0.7254680353,D,26,0,5,14,0,4,0,4
0,D,literal,0,D,27,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,27,1,1,0,0,0,0,0
2,A,inferential,0.4901752136,B,27,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,27,1,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,27,1,3,1,2,1,0,0
5,B,inferential,0.4830983286,A,27,0,3,2,2,2,0,0
6,B,literal,0.1370567028,B,27,1,4,2,3,2,0,0
7,B,critical,0.4742685156,D,27,0,4,3,0,0,0,0
8,B,inferential,0.5231932545,B,27,1,5,3,1,0,1,0
9,C,literal,0.06470921989,A,27,0,5,4,1,1,0,0
10,B,literal,0.06470921989,C,27,0,5,5,0,0,0,0
11,B,critical,0.6044730745,C,27,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,27,0,5,7,0,1,0,1
13,A,literal,0.6585900523,A,27,1,6,7,1,1,0,0
14,B,literal,0.6585900523,B,27,1,7,7,0,0,0,0
15,B,critical,1,B,27,1,8,7,0,0,0,0
16,A,critical,0.5400272658,C,27,0,8,8,0,1,0,1
17,A,critical,0.5153247851,C,27,0,8,9,0,2,0,2
18,B,critical,0.662024699,B,27,1,9,9,1,2,1,2
19,D,inferential,0.7254680353,D,27,1,10,9,2,2,2,2
0,C,literal,0,D,28,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,28,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,28,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,28,0,1,2,0,2,0,0
4,B,inferential,0.3160402773,A,28,0,1,3,0,3,0,0
5,D,inferential,0.4830983286,A,28,0,1,4,0,4,0,0
6,B,literal,0.1370567028,B,28,1,2,4,1,4,0,0
7,B,critical,0.4742685156,D,28,0,2,5,0,0,0,0
8,A,inferential,0.5231932545,B,28,0,2,6,0,1,0,1
9,C,literal,0.06470921989,A,28,0,2,7,0,2,0,0
10,A,literal,0.06470921989,C,28,0,2,8,0,0,0,0
11,D,critical,0.6044730745,C,28,0,2,9,0,0,0,0
12,D,inferential,0.5759683477,D,28,1,3,9,1,0,1,0
13,B,literal,0.6585900523,A,28,0,3,10,1,1,0,0
14,C,literal,0.6585900523,B,28,0,3,11,0,0,0,0
15,A,critical,1,B,28,0,3,12,0,0,0,0
16,C,critical,0.5400272658,C,28,1,4,12,1,0,1,0
17,D,critical,0.5153247851,C,28,0,4,13,1,1,1,1
18,B,critical,0.662024699,B,28,1,5,13,2,1,2,1
19,A,inferential,0.7254680353,D,28,0,5,14,2,2,2,2
0,D,literal,0,D,29,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,29,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,29,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,29,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,29,1,4,0,3,0,0,0
5,B,inferential,0.4830983286,A,29,0,4,1,3,1,0,0
6,B,literal,0.1370567028,B,29,1,5,1,4,1,0,0
7,B,critical,0.4742685156,D,29,0,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,29,0,5,3,0,1,0,1
9,A,literal,0.06470921989,A,29,1,6,3,1,1,0,0
10,A,literal,0.06470921989,C,29,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,29,0,6,5,0,0,0,0
12,D,inferential,0.5759683477,D,29,1,7,5,1,0,1,0
13,A,literal,0.6585900523,A,29,1,8,5,2,0,0,0
14,A,literal,0.6585900523,B,29,0,8,6,0,0,0,0
15,C,critical,1,B,29,0,8,7,0,0,0,0
16,D,critical,0.5400272658,C,29,0,8,8,0,1,0,1
17,B,critical,0.5153247851,C,29,0,8,9,0,2,0,2
18,D,critical,0.662024699,B,29,0,8,10,0,3,0,3
19,B,inferential,0.7254680353,D,29,0,8,11,0,4,0,4
0,D,literal,0,D,30,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,30,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,30,0,0,2,0,1,0,0
3,C,inferential,0.3040887644,C,30,1,1,2,1,1,0,0
4,A,inferential,0.3160402773,A,30,1,2,2,2,1,0,0
5,D,inferential,0.4830983286,A,30,0,2,3,2,2,0,0
6,C,literal,0.1370567028,B,30,0,2,4,2,3,0,0
7,B,critical,0.4742685156,D,30,0,2,5,0,0,0,0
8,B,inferential,0.5231932545,B,30,1,3,5,1,0,1,0
9,B,literal,0.06470921989,A,30,0,3,6,1,1,0,0
10,A,literal,0.06470921989,C,30,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,30,0,3,8,0,0,0,0
12,D,inferential,0.5759683477,D,30,1,4,8,1,0,1,0
13,A,literal,0.6585900523,A,30,1,5,8,2,0,0,0
14,A,literal,0.6585900523,B,30,0,5,9,0,0,0,0
15,C,critical,1,B,30,0,5,10,0,0,0,0
16,D,critical,0.5400272658,C,30,0,5,11,0,1,0,1
17,B,critical,0.5153247851,C,30,0,5,12,0,2,0,2
18,D,critical,0.662024699,B,30,0,5,13,0,3,0,3
19,B,inferential,0.7254680353,D,30,0,5,14,0,4,0,4
0,D,literal,0,D,31,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,31,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,31,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,31,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,31,1,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,31,1,2,3,2,2,0,0
6,B,literal,0.1370567028,B,31,1,3,3,3,2,0,0
7,D,critical,0.4742685156,D,31,1,4,3,0,0,0,0
8,D,inferential,0.5231932545,B,31,0,4,4,0,1,0,1
9,C,literal,0.06470921989,A,31,0,4,5,0,2,0,0
10,B,literal,0.06470921989,C,31,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,31,0,4,7,0,0,0,0
12,A,inferential,0.5759683477,D,31,0,4,8,0,1,0,1
13,B,literal,0.6585900523,A,31,0,4,9,0,2,0,0
14,A,literal,0.6585900523,B,31,0,4,10,0,0,0,0
15,D,critical,1,B,31,0,4,11,0,0,0,0
16,A,critical,0.5400272658,C,31,0,4,12,0,1,0,1
17,A,critical,0.5153247851,C,31,0,4,13,0,2,0,2
18,C,critical,0.662024699,B,31,0,4,14,0,3,0,3
19,D,inferential,0.7254680353,D,31,1,5,14,1,3,1,3
0,D,literal,0,D,32,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,32,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,32,1,1,1,1,0,0,0
3,B,inferential,0.3040887644,C,32,0,1,2,1,1,0,0
4,D,inferential,0.3160402773,A,32,0,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,32,1,2,3,2,2,0,0
6,B,literal,0.1370567028,B,32,1,3,3,3,2,0,0
7,B,critical,0.4742685156,D,32,0,3,4,0,0,0,0
8,A,inferential,0.5231932545,B,32,0,3,5,0,1,0,1
9,C,literal,0.06470921989,A,32,0,3,6,0,2,0,0
10,A,literal,0.06470921989,C,32,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,32,0,3,8,0,0,0,0
12,D,inferential,0.5759683477,D,32,1,4,8,1,0,1,0
13,A,literal,0.6585900523,A,32,1,5,8,2,0,0,0
14,B,literal,0.6585900523,B,32,1,6,8,0,0,0,0
15,A,critical,1,B,32,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,32,0,6,10,0,1,0,1
17,A,critical,0.5153247851,C,32,0,6,11,0,2,0,2
18,D,critical,0.662024699,B,32,0,6,12,0,3,0,3
19,D,inferential,0.7254680353,D,32,1,7,12,1,3,1,3
0,C,literal,0,D,33,0,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,33,0,0,1,0,0,0,0
2,A,inferential,0.4901752136,B,33,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,33,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,33,1,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,33,1,2,3,2,2,0,0
6,B,literal,0.1370567028,B,33,1,3,3,3,2,0,0
7,C,critical,0.4742685156,D,33,0,3,4,0,0,0,0
8,C,inferential,0.5231932545,B,33,0,3,5,0,1,0,1
9,B,literal,0.06470921989,A,33,0,3,6,0,2,0,0
10,A,literal,0.06470921989,C,33,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,33,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,33,0,3,9,0,1,0,1
13,B,literal,0.6585900523,A,33,0,3,10,0,2,0,0
14,C,literal,0.6585900523,B,33,0,3,11,0,0,0,0
15,A,critical,1,B,33,0,3,12,0,0,0,0
16,B,critical,0.5400272658,C,33,0,3,13,0,1,0,1
17,B,critical,0.5153247851,C,33,0,3,14,0,2,0,2
18,C,critical,0.662024699,B,33,0,3,15,0,3,0,3
19,C,inferential,0.7254680353,D,33,0,3,16,0,4,0,4
0,B,literal,0,D,34,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,34,1,1,0,0,0,0,0
2,A,inferential,0.4901752136,B,34,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,34,1,2,1,1,1,0,0
4,B,inferential,0.3160402773,A,34,0,2,2,1,2,0,0
5,D,inferential,0.4830983286,A,34,0,2,3,1,3,0,0
6,A,literal,0.1370567028,B,34,0,2,4,1,4,0,0
7,C,critical,0.4742685156,D,34,0,2,5,0,0,0,0
8,C,inferential,0.5231932545,B,34,0,2,6,0,1,0,1
9,C,literal,0.06470921989,A,34,0,2,7,0,2,0,0
10,D,literal,0.06470921989,C,34,0,2,8,0,0,0,0
11,A,critical,0.6044730745,C,34,0,2,9,0,0,0,0
12,B,inferential,0.5759683477,D,34,0,2,10,0,1,0,1
13,D,literal,0.6585900523,A,34,0,2,11,0,2,0,0
14,A,literal,0.6585900523,B,34,0,2,12,0,0,0,0
15,B,critical,1,B,34,1,3,12,0,0,0,0
16,A,critical,0.5400272658,C,34,0,3,13,0,1,0,1
17,B,critical,0.5153247851,C,34,0,3,14,0,2,0,2
18,A,critical,0.662024699,B,34,0,3,15,0,3,0,3
