Question ID,Response,Knowledge Component,Difficulty,Answer,Student ID,Status,literal_number_correct,literal_number_incorrect,inferential_number_correct,inferential_number_incorrect,critical_number_correct,critical_number_incorrect
19,D,inferential,0.7254680353,D,34,1,4,15,1,3,1,3
0,A,literal,0,D,35,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,35,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,35,1,2,0,1,0,0,0
3,B,inferential,0.3040887644,C,35,0,2,1,1,1,0,0
4,B,inferential,0.3160402773,A,35,0,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,35,1,3,2,2,2,0,0
6,B,literal,0.1370567028,B,35,1,4,2,3,2,0,0
7,D,critical,0.4742685156,D,35,1,5,2,0,0,0,0
8,A,inferential,0.5231932545,B,35,0,5,3,0,1,0,1
9,C,literal,0.06470921989,A,35,0,5,4,0,2,0,0
10,B,literal,0.06470921989,C,35,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,35,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,35,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,35,0,5,8,0,2,0,0
14,C,literal,0.6585900523,B,35,0,5,9,0,0,0,0
15,A,critical,1,B,35,0,5,10,0,0,0,0
16,D,critical,0.5400272658,C,35,0,5,11,0,1,0,1
17,B,critical,0.5153247851,C,35,0,5,12,0,2,0,2
18,A,critical,0.662024699,B,35,0,5,13,0,3,0,3
19,B,inferential,0.7254680353,D,35,0,5,14,0,4,0,4
0,D,literal,0,D,36,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,36,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,36,0,0,2,0,1,0,0
3,D,inferential,0.3040887644,C,36,0,0,3,0,2,0,0
4,B,inferential,0.3160402773,A,36,0,0,4,0,3,0,0
5,D,inferential,0.4830983286,A,36,0,0,5,0,4,0,0
6,C,literal,0.1370567028,B,36,0,0,6,0,5,0,0
7,A,critical,0.4742685156,D,36,0,0,7,0,0,0,0
8,D,inferential,0.5231932545,B,36,0,0,8,0,1,0,1
9,A,literal,0.06470921989,A,36,1,1,8,1,1,0,0
10,C,literal,0.06470921989,C,36,1,2,8,0,0,0,0
11,A,critical,0.6044730745,C,36,0,2,9,0,0,0,0
12,A,inferential,0.5759683477,D,36,0,2,10,0,1,0,1
13,D,literal,0.6585900523,A,36,0,2,11,0,2,0,0
14,D,literal,0.6585900523,B,36,0,2,12,0,0,0,0
15,A,critical,1,B,36,0,2,13,0,0,0,0
16,C,critical,0.5400272658,C,36,1,3,13,1,0,1,0
17,D,critical,0.5153247851,C,36,0,3,14,1,1,1,1
18,A,critical,0.662024699,B,36,0,3,15,1,2,1,2
19,B,inferential,0.7254680353,D,36,0,3,16,1,3,1,3
0,D,literal,0,D,37,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,37,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,37,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,37,0,0,3,0,2,0,0
4,B,inferential,0.3160402773,A,37,0,0,4,0,3,0,0
5,B,inferential,0.4830983286,A,37,0,0,5,0,4,0,0
6,D,literal,0.1370567028,B,37,0,0,6,0,5,0,0
7,A,critical,0.4742685156,D,37,0,0,7,0,0,0,0
8,A,inferential,0.5231932545,B,37,0,0,8,0,1,0,1
9,D,literal,0.06470921989,A,37,0,0,9,0,2,0,0
10,C,literal,0.06470921989,C,37,1,1,9,0,0,0,0
11,B,critical,0.6044730745,C,37,0,1,10,0,0,0,0
12,A,inferential,0.5759683477,D,37,0,1,11,0,1,0,1
13,B,literal,0.6585900523,A,37,0,1,12,0,2,0,0
14,A,literal,0.6585900523,B,37,0,1,13,0,0,0,0
15,A,critical,1,B,37,0,1,14,0,0,0,0
16,A,critical,0.5400272658,C,37,0,1,15,0,1,0,1
17,C,critical,0.5153247851,C,37,1,2,15,1,1,1,1
18,A,critical,0.662024699,B,37,0,2,16,1,2,1,2
19,D,inferential,0.7254680353,D,37,1,3,16,2,2,2,2
0,D,literal,0,D,38,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,38,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,38,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,38,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,38,1,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,38,1,2,3,2,2,0,0
6,B,literal,0.1370567028,B,38,1,3,3,3,2,0,0
7,B,critical,0.4742685156,D,38,0,3,4,0,0,0,0
8,B,inferential,0.5231932545,B,38,1,4,4,1,0,1,0
9,C,literal,0.06470921989,A,38,0,4,5,1,1,0,0
10,B,literal,0.06470921989,C,38,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,38,0,4,7,0,0,0,0
12,B,inferential,0.5759683477,D,38,0,4,8,0,1,0,1
13,C,literal,0.6585900523,A,38,0,4,9,0,2,0,0
14,C,literal,0.6585900523,B,38,0,4,10,0,0,0,0
15,C,critical,1,B,38,0,4,11,0,0,0,0
16,A,critical,0.5400272658,C,38,0,4,12,0,1,0,1
17,C,critical,0.5153247851,C,38,1,5,12,1,1,1,1
18,D,critical,0.662024699,B,38,0,5,13,1,2,1,2
19,B,inferential,0.7254680353,D,38,0,5,14,1,3,1,3
0,B,literal,0,D,39,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,39,1,1,0,0,0,0,0
2,D,inferential,0.4901752136,B,39,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,39,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,39,1,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,39,1,3,2,2,2,0,0
6,B,literal,0.1370567028,B,39,1,4,2,3,2,0,0
7,D,critical,0.4742685156,D,39,1,5,2,0,0,0,0
8,B,inferential,0.5231932545,B,39,1,6,2,1,0,1,0
9,C,literal,0.06470921989,A,39,0,6,3,1,1,0,0
10,B,literal,0.06470921989,C,39,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,39,0,6,5,0,0,0,0
12,C,inferential,0.5759683477,D,39,0,6,6,0,1,0,1
13,D,literal,0.6585900523,A,39,0,6,7,0,2,0,0
14,C,literal,0.6585900523,B,39,0,6,8,0,0,0,0
15,A,critical,1,B,39,0,6,9,0,0,0,0
16,B,critical,0.5400272658,C,39,0,6,10,0,1,0,1
17,C,critical,0.5153247851,C,39,1,7,10,1,1,1,1
18,B,critical,0.662024699,B,39,1,8,10,2,1,2,1
19,D,inferential,0.7254680353,D,39,1,9,10,3,1,3,1
0,D,literal,0,D,40,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,40,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,40,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,40,1,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,40,1,3,1,2,1,0,0
5,A,inferential,0.4830983286,A,40,1,4,1,3,1,0,0
6,B,literal,0.1370567028,B,40,1,5,1,4,1,0,0
7,D,critical,0.4742685156,D,40,1,6,1,0,0,0,0
8,D,inferential,0.5231932545,B,40,0,6,2,0,1,0,1
9,C,literal,0.06470921989,A,40,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,40,0,6,4,0,0,0,0
11,C,critical,0.6044730745,C,40,1,7,4,0,0,0,0
12,A,inferential,0.5759683477,D,40,0,7,5,0,1,0,1
13,D,literal,0.6585900523,A,40,0,7,6,0,2,0,0
14,B,literal,0.6585900523,B,40,1,8,6,0,0,0,0
15,C,critical,1,B,40,0,8,7,0,0,0,0
16,A,critical,0.5400272658,C,40,0,8,8,0,1,0,1
17,D,critical,0.5153247851,C,40,0,8,9,0,2,0,2
18,B,critical,0.662024699,B,40,1,9,9,1,2,1,2
19,C,inferential,0.7254680353,D,40,0,9,10,1,3,1,3
0,D,literal,0,D,41,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,41,1,1,0,0,0,0,0
2,D,inferential,0.4901752136,B,41,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,41,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,41,1,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,41,1,3,2,2,2,0,0
6,C,literal,0.1370567028,B,41,0,3,3,2,3,0,0
7,B,critical,0.4742685156,D,41,0,3,4,0,0,0,0
8,D,inferential,0.5231932545,B,41,0,3,5,0,1,0,1
9,C,literal,0.06470921989,A,41,0,3,6,0,2,0,0
10,B,literal,0.06470921989,C,41,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,41,0,3,8,0,0,0,0
12,B,inferential,0.5759683477,D,41,0,3,9,0,1,0,1
13,A,literal,0.6585900523,A,41,1,4,9,1,1,0,0
14,D,literal,0.6585900523,B,41,0,4,10,0,0,0,0
15,A,critical,1,B,41,0,4,11,0,0,0,0
16,C,critical,0.5400272658,C,41,1,5,11,1,0,1,0
17,B,critical,0.5153247851,C,41,0,5,12,1,1,1,1
18,D,critical,0.662024699,B,41,0,5,13,1,2,1,2
19,A,inferential,0.7254680353,D,41,0,5,14,1,3,1,3
0,D,literal,0,D,42,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,42,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,42,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,42,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,42,1,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,42,1,3,2,2,2,0,0
6,A,literal,0.1370567028,B,42,0,3,3,2,3,0,0
7,D,critical,0.4742685156,D,42,1,4,3,0,0,0,0
8,D,inferential,0.5231932545,B,42,0,4,4,0,1,0,1
9,C,literal,0.06470921989,A,42,0,4,5,0,2,0,0
10,D,literal,0.06470921989,C,42,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,42,0,4,7,0,0,0,0
12,B,inferential,0.5759683477,D,42,0,4,8,0,1,0,1
13,C,literal,0.6585900523,A,42,0,4,9,0,2,0,0
14,B,literal,0.6585900523,B,42,1,5,9,0,0,0,0
15,A,critical,1,B,42,0,5,10,0,0,0,0
16,A,critical,0.5400272658,C,42,0,5,11,0,1,0,1
17,C,critical,0.5153247851,C,42,1,6,11,1,1,1,1
18,B,critical,0.662024699,B,42,1,7,11,2,1,2,1
19,C,inferential,0.7254680353,D,42,0,7,12,2,2,2,2
0,C,literal,0,D,43,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,43,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,43,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,43,0,1,2,0,2,0,0
4,B,inferential,0.3160402773,A,43,0,1,3,0,3,0,0
5,D,inferential,0.4830983286,A,43,0,1,4,0,4,0,0
6,B,literal,0.1370567028,B,43,1,2,4,1,4,0,0
7,B,critical,0.4742685156,D,43,0,2,5,0,0,0,0
8,A,inferential,0.5231932545,B,43,0,2,6,0,1,0,1
9,C,literal,0.06470921989,A,43,0,2,7,0,2,0,0
10,A,literal,0.06470921989,C,43,0,2,8,0,0,0,0
11,D,critical,0.6044730745,C,43,0,2,9,0,0,0,0
12,B,inferential,0.5759683477,D,43,0,2,10,0,1,0,1
13,D,literal,0.6585900523,A,43,0,2,11,0,2,0,0
14,B,literal,0.6585900523,B,43,1,3,11,0,0,0,0
15,A,critical,1,B,43,0,3,12,0,0,0,0
16,D,critical,0.5400272658,C,43,0,3,13,0,1,0,1
17,A,critical,0.5153247851,C,43,0,3,14,0,2,0,2
18,B,critical,0.662024699,B,43,1,4,14,1,2,1,2
19,D,inferential,0.7254680353,D,43,1,5,14,2,2,2,2
0,D,literal,0,D,44,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,44,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,44,1,1,1,1,0,0,0
3,A,inferential,0.3040887644,C,44,0,1,2,1,1,0,0
4,A,inferential,0.3160402773,A,44,1,2,2,2,1,0,0
5,B,inferential,0.4830983286,A,44,0,2,3,2,2,0,0
6,B,literal,0.1370567028,B,44,1,3,3,3,2,0,0
7,A,critical,0.4742685156,D,44,0,3,4,0,0,0,0
8,C,inferential,0.5231932545,B,44,0,3,5,0,1,0,1
9,B,literal,0.06470921989,A,44,0,3,6,0,2,0,0
10,A,literal,0.06470921989,C,44,0,3,7,0,0,0,0
11,B,critical,0.6044730745,C,44,0,3,8,0,0,0,0
12,D,inferential,0.5759683477,D,44,1,4,8,1,0,1,0
13,C,literal,0.6585900523,A,44,0,4,9,1,1,0,0
14,B,literal,0.6585900523,B,44,1,5,9,0,0,0,0
15,B,critical,1,B,44,1,6,9,0,0,0,0
16,D,critical,0.5400272658,C,44,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,44,0,6,11,0,2,0,2
18,C,critical,0.662024699,B,44,0,6,12,0,3,0,3
19,D,inferential,0.7254680353,D,44,1,7,12,1,3,1,3
0,D,literal,0,D,45,1,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,45,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,45,0,0,2,0,1,0,0
3,C,inferential,0.3040887644,C,45,1,1,2,1,1,0,0
4,A,inferential,0.3160402773,A,45,1,2,2,2,1,0,0
5,B,inferential,0.4830983286,A,45,0,2,3,2,2,0,0
6,B,literal,0.1370567028,B,45,1,3,3,3,2,0,0
7,B,critical,0.4742685156,D,45,0,3,4,0,0,0,0
8,A,inferential,0.5231932545,B,45,0,3,5,0,1,0,1
9,B,literal,0.06470921989,A,45,0,3,6,0,2,0,0
10,D,literal,0.06470921989,C,45,0,3,7,0,0,0,0
11,A,critical,0.6044730745,C,45,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,45,0,3,9,0,1,0,1
13,C,literal,0.6585900523,A,45,0,3,10,0,2,0,0
14,A,literal,0.6585900523,B,45,0,3,11,0,0,0,0
15,A,critical,1,B,45,0,3,12,0,0,0,0
16,A,critical,0.5400272658,C,45,0,3,13,0,1,0,1
17,B,critical,0.5153247851,C,45,0,3,14,0,2,0,2
18,C,critical,0.662024699,B,45,0,3,15,0,3,0,3
19,D,inferential,0.7254680353,D,45,1,4,15,1,3,1,3
0,C,literal,0,D,46,0,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,46,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,46,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,46,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,46,1,1,3,1,2,0,0
5,C,inferential,0.4830983286,A,46,0,1,4,1,3,0,0
6,B,literal,0.1370567028,B,46,1,2,4,2,3,0,0
7,A,critical,0.4742685156,D,46,0,2,5,0,0,0,0
8,B,inferential,0.5231932545,B,46,1,3,5,1,0,1,0
9,C,literal,0.06470921989,A,46,0,3,6,1,1,0,0
10,B,literal,0.06470921989,C,46,0,3,7,0,0,0,0
11,B,critical,0.6044730745,C,46,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,46,0,3,9,0,1,0,1
13,B,literal,0.6585900523,A,46,0,3,10,0,2,0,0
14,A,literal,0.6585900523,B,46,0,3,11,0,0,0,0
15,D,critical,1,B,46,0,3,12,0,0,0,0
16,D,critical,0.5400272658,C,46,0,3,13,0,1,0,1
17,B,critical,0.5153247851,C,46,0,3,14,0,2,0,2
18,D,critical,0.662024699,B,46,0,3,15,0,3,0,3
19,D,inferential,0.7254680353,D,46,1,4,15,1,3,1,3
0,D,literal,0,D,47,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,47,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,47,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,47,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,47,1,4,0,3,0,0,0
5,B,inferential,0.4830983286,A,47,0,4,1,3,1,0,0
6,B,literal,0.1370567028,B,47,1,5,1,4,1,0,0
7,D,critical,0.4742685156,D,47,1,6,1,0,0,0,0
8,C,inferential,0.5231932545,B,47,0,6,2,0,1,0,1
9,B,literal,0.06470921989,A,47,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,47,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,47,0,6,5,0,0,0,0
12,A,inferential,0.5759683477,D,47,0,6,6,0,1,0,1
13,C,literal,0.6585900523,A,47,0,6,7,0,2,0,0
14,B,literal,0.6585900523,B,47,1,7,7,0,0,0,0
15,A,critical,1,B,47,0,7,8,0,0,0,0
16,A,critical,0.5400272658,C,47,0,7,9,0,1,0,1
17,C,critical,0.5153247851,C,47,1,8,9,1,1,1,1
18,C,critical,0.662024699,B,47,0,8,10,1,2,1,2
19,D,inferential,0.7254680353,D,47,1,9,10,2,2,2,2
0,D,literal,0,D,48,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,48,1,1,0,0,0,0,0
2,D,inferential,0.4901752136,B,48,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,48,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,48,1,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,48,1,3,2,2,2,0,0
6,A,literal,0.1370567028,B,48,0,3,3,2,3,0,0
7,B,critical,0.4742685156,D,48,0,3,4,0,0,0,0
8,D,inferential,0.5231932545,B,48,0,3,5,0,1,0,1
9,C,literal,0.06470921989,A,48,0,3,6,0,2,0,0
10,C,literal,0.06470921989,C,48,1,4,6,0,0,0,0
11,A,critical,0.6044730745,C,48,0,4,7,0,0,0,0
12,C,inferential,0.5759683477,D,48,0,4,8,0,1,0,1
13,A,literal,0.6585900523,A,48,1,5,8,1,1,0,0
14,B,literal,0.6585900523,B,48,1,6,8,0,0,0,0
15,D,critical,1,B,48,0,6,9,0,0,0,0
16,B,critical,0.5400272658,C,48,0,6,10,0,1,0,1
17,A,critical,0.5153247851,C,48,0,6,11,0,2,0,2
18,B,critical,0.662024699,B,48,1,7,11,1,2,1,2
19,C,inferential,0.7254680353,D,48,0,7,12,1,3,1,3
0,D,literal,0,D,49,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,49,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,49,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,49,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,49,1,2,2,1,2,0,0
5,B,inferential,0.4830983286,A,49,0,2,3,1,3,0,0
6,A,literal,0.1370567028,B,49,0,2,4,1,4,0,0
7,D,critical,0.4742685156,D,49,1,3,4,0,0,0,0
8,A,inferential,0.5231932545,B,49,0,3,5,0,1,0,1
9,C,literal,0.06470921989,A,49,0,3,6,0,2,0,0
10,C,literal,0.06470921989,C,49,1,4,6,0,0,0,0
11,D,critical,0.6044730745,C,49,0,4,7,0,0,0,0
12,B,inferential,0.5759683477,D,49,0,4,8,0,1,0,1
13,A,literal,0.6585900523,A,49,1,5,8,1,1,0,0
14,D,literal,0.6585900523,B,49,0,5,9,0,0,0,0
15,A,critical,1,B,49,0,5,10,0,0,0,0
16,A,critical,0.5400272658,C,49,0,5,11,0,1,0,1
17,B,critical,0.5153247851,C,49,0,5,12,0,2,0,2
18,C,critical,0.662024699,B,49,0,5,13,0,3,0,3
19,D,inferential,0.7254680353,D,49,1,6,13,1,3,1,3
0,D,literal,0,D,50,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,50,1,1,0,0,0,0,0
2,D,inferential,0.4901752136,B,50,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,50,1,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,50,1,3,1,2,1,0,0
5,B,inferential,0.4830983286,A,50,0,3,2,2,2,0,0
6,B,literal,0.1370567028,B,50,1,4,2,3,2,0,0
7,B,critical,0.4742685156,D,50,0,4,3,0,0,0,0
8,C,inferential,0.5231932545,B,50,0,4,4,0,1,0,1
9,C,literal,0.06470921989,A,50,0,4,5,0,2,0,0
10,A,literal,0.06470921989,C,50,0,4,6,0,0,0,0
11,C,critical,0.6044730745,C,50,1,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,50,0,5,7,0,1,0,1
13,A,literal,0.6585900523,A,50,1,6,7,1,1,0,0
14,A,literal,0.6585900523,B,50,0,6,8,0,0,0,0
15,A,critical,1,B,50,0,6,9,0,0,0,0
16,C,critical,0.5400272658,C,50,1,7,9,1,0,1,0
17,C,critical,0.5153247851,C,50,1,8,9,2,0,2,0
18,C,critical,0.662024699,B,50,0,8,10,2,1,2,1
19,D,inferential,0.7254680353,D,50,1,9,10,3,1,3,1
0,D,literal,0,D,51,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,51,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,51,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,51,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,51,1,4,0,3,0,0,0
5,B,inferential,0.4830983286,A,51,0,4,1,3,1,0,0
6,B,literal,0.1370567028,B,51,1,5,1,4,1,0,0
7,D,critical,0.4742685156,D,51,1,6,1,0,0,0,0
8,C,inferential,0.5231932545,B,51,0,6,2,0,1,0,1
9,B,literal,0.06470921989,A,51,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,51,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,51,0,6,5,0,0,0,0
12,D,inferential,0.5759683477,D,51,1,7,5,1,0,1,0
13,A,literal,0.6585900523,A,51,1,8,5,2,0,0,0
14,B,literal,0.6585900523,B,51,1,9,5,0,0,0,0
15,A,critical,1,B,51,0,9,6,0,0,0,0
16,D,critical,0.5400272658,C,51,0,9,7,0,1,0,1
17,B,critical,0.5153247851,C,51,0,9,8,0,2,0,2
18,D,critical,0.662024699,B,51,0,9,9,0,3,0,3
19,D,inferential,0.7254680353,D,51,1,10,9,1,3,1,3
0,D,literal,0,D,52,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,52,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,52,1,2,0,1,0,0,0
3,A,inferential,0.3040887644,C,52,0,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,52,1,3,1,2,1,0,0
5,C,inferential,0.4830983286,A,52,0,3,2,2,2,0,0
6,C,literal,0.1370567028,B,52,0,3,3,2,3,0,0
7,D,critical,0.4742685156,D,52,1,4,3,0,0,0,0
8,B,inferential,0.5231932545,B,52,1,5,3,1,0,1,0
