Question ID,Response,Knowledge Component,Difficulty,Answer,Student ID,Status,literal_number_correct,literal_number_incorrect,inferential_number_correct,inferential_number_incorrect,critical_number_correct,critical_number_incorrect
9,D,literal,0.06470921989,A,52,0,5,4,1,1,0,0
10,C,literal,0.06470921989,C,52,1,6,4,0,0,0,0
11,A,critical,0.6044730745,C,52,0,6,5,0,0,0,0
12,D,inferential,0.5759683477,D,52,1,7,5,1,0,1,0
13,B,literal,0.6585900523,A,52,0,7,6,1,1,0,0
14,A,literal,0.6585900523,B,52,0,7,7,0,0,0,0
15,B,critical,1,B,52,1,8,7,0,0,0,0
16,C,critical,0.5400272658,C,52,1,9,7,1,0,1,0
17,B,critical,0.5153247851,C,52,0,9,8,1,1,1,1
18,C,critical,0.662024699,B,52,0,9,9,1,2,1,2
19,A,inferential,0.7254680353,D,52,0,9,10,1,3,1,3
0,D,literal,0,D,53,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,53,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,53,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,53,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,53,1,4,0,3,0,0,0
5,A,inferential,0.4830983286,A,53,1,5,0,4,0,0,0
6,C,literal,0.1370567028,B,53,0,5,1,4,1,0,0
7,D,critical,0.4742685156,D,53,1,6,1,0,0,0,0
8,D,inferential,0.5231932545,B,53,0,6,2,0,1,0,1
9,D,literal,0.06470921989,A,53,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,53,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,53,0,6,5,0,0,0,0
12,D,inferential,0.5759683477,D,53,1,7,5,1,0,1,0
13,B,literal,0.6585900523,A,53,0,7,6,1,1,0,0
14,A,literal,0.6585900523,B,53,0,7,7,0,0,0,0
15,A,critical,1,B,53,0,7,8,0,0,0,0
16,B,critical,0.5400272658,C,53,0,7,9,0,1,0,1
17,C,critical,0.5153247851,C,53,1,8,9,1,1,1,1
18,D,critical,0.662024699,B,53,0,8,10,1,2,1,2
19,B,inferential,0.7254680353,D,53,0,8,11,1,3,1,3
0,D,literal,0,D,54,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,54,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,54,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,54,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,54,1,4,0,3,0,0,0
5,A,inferential,0.4830983286,A,54,1,5,0,4,0,0,0
6,C,literal,0.1370567028,B,54,0,5,1,4,1,0,0
7,A,critical,0.4742685156,D,54,0,5,2,0,0,0,0
8,A,inferential,0.5231932545,B,54,0,5,3,0,1,0,1
9,B,literal,0.06470921989,A,54,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,54,0,5,5,0,0,0,0
11,C,critical,0.6044730745,C,54,1,6,5,0,0,0,0
12,C,inferential,0.5759683477,D,54,0,6,6,0,1,0,1
13,C,literal,0.6585900523,A,54,0,6,7,0,2,0,0
14,B,literal,0.6585900523,B,54,1,7,7,0,0,0,0
15,B,critical,1,B,54,1,8,7,0,0,0,0
16,C,critical,0.5400272658,C,54,1,9,7,1,0,1,0
17,A,critical,0.5153247851,C,54,0,9,8,1,1,1,1
18,A,critical,0.662024699,B,54,0,9,9,1,2,1,2
19,B,inferential,0.7254680353,D,54,0,9,10,1,3,1,3
0,D,literal,0,D,55,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,55,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,55,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,55,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,55,1,4,0,3,0,0,0
5,D,inferential,0.4830983286,A,55,0,4,1,3,1,0,0
6,B,literal,0.1370567028,B,55,1,5,1,4,1,0,0
7,A,critical,0.4742685156,D,55,0,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,55,0,5,3,0,1,0,1
9,A,literal,0.06470921989,A,55,1,6,3,1,1,0,0
10,A,literal,0.06470921989,C,55,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,55,0,6,5,0,0,0,0
12,D,inferential,0.5759683477,D,55,1,7,5,1,0,1,0
13,A,literal,0.6585900523,A,55,1,8,5,2,0,0,0
14,A,literal,0.6585900523,B,55,0,8,6,0,0,0,0
15,D,critical,1,B,55,0,8,7,0,0,0,0
16,D,critical,0.5400272658,C,55,0,8,8,0,1,0,1
17,B,critical,0.5153247851,C,55,0,8,9,0,2,0,2
18,D,critical,0.662024699,B,55,0,8,10,0,3,0,3
19,B,inferential,0.7254680353,D,55,0,8,11,0,4,0,4
0,D,literal,0,D,56,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,56,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,56,1,1,1,1,0,0,0
3,A,inferential,0.3040887644,C,56,0,1,2,1,1,0,0
4,C,inferential,0.3160402773,A,56,0,1,3,1,2,0,0
5,B,inferential,0.4830983286,A,56,0,1,4,1,3,0,0
6,B,literal,0.1370567028,B,56,1,2,4,2,3,0,0
7,A,critical,0.4742685156,D,56,0,2,5,0,0,0,0
8,C,inferential,0.5231932545,B,56,0,2,6,0,1,0,1
9,D,literal,0.06470921989,A,56,0,2,7,0,2,0,0
10,A,literal,0.06470921989,C,56,0,2,8,0,0,0,0
11,A,critical,0.6044730745,C,56,0,2,9,0,0,0,0
12,B,inferential,0.5759683477,D,56,0,2,10,0,1,0,1
13,A,literal,0.6585900523,A,56,1,3,10,1,1,0,0
14,B,literal,0.6585900523,B,56,1,4,10,0,0,0,0
15,A,critical,1,B,56,0,4,11,0,0,0,0
16,C,critical,0.5400272658,C,56,1,5,11,1,0,1,0
17,B,critical,0.5153247851,C,56,0,5,12,1,1,1,1
18,A,critical,0.662024699,B,56,0,5,13,1,2,1,2
19,A,inferential,0.7254680353,D,56,0,5,14,1,3,1,3
0,D,literal,0,D,57,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,57,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,57,0,1,1,0,1,0,0
3,D,inferential,0.3040887644,C,57,0,1,2,0,2,0,0
4,C,inferential,0.3160402773,A,57,0,1,3,0,3,0,0
5,A,inferential,0.4830983286,A,57,1,2,3,1,3,0,0
6,A,literal,0.1370567028,B,57,0,2,4,1,4,0,0
7,A,critical,0.4742685156,D,57,0,2,5,0,0,0,0
8,B,inferential,0.5231932545,B,57,1,3,5,1,0,1,0
9,B,literal,0.06470921989,A,57,0,3,6,1,1,0,0
10,A,literal,0.06470921989,C,57,0,3,7,0,0,0,0
11,D,critical,0.6044730745,C,57,0,3,8,0,0,0,0
12,A,inferential,0.5759683477,D,57,0,3,9,0,1,0,1
13,C,literal,0.6585900523,A,57,0,3,10,0,2,0,0
14,B,literal,0.6585900523,B,57,1,4,10,0,0,0,0
15,D,critical,1,B,57,0,4,11,0,0,0,0
16,D,critical,0.5400272658,C,57,0,4,12,0,1,0,1
17,C,critical,0.5153247851,C,57,1,5,12,1,1,1,1
18,B,critical,0.662024699,B,57,1,6,12,2,1,2,1
19,D,inferential,0.7254680353,D,57,1,7,12,3,1,3,1
0,B,literal,0,D,58,0,0,0,0,0,0,0
1,D,inferential,0.2796508158,B,58,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,58,0,0,2,0,1,0,0
3,B,inferential,0.3040887644,C,58,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,58,1,1,3,1,2,0,0
5,B,inferential,0.4830983286,A,58,0,1,4,1,3,0,0
6,C,literal,0.1370567028,B,58,0,1,5,1,4,0,0
7,A,critical,0.4742685156,D,58,0,1,6,0,0,0,0
8,A,inferential,0.5231932545,B,58,0,1,7,0,1,0,1
9,B,literal,0.06470921989,A,58,0,1,8,0,2,0,0
10,B,literal,0.06470921989,C,58,0,1,9,0,0,0,0
11,D,critical,0.6044730745,C,58,0,1,10,0,0,0,0
12,B,inferential,0.5759683477,D,58,0,1,11,0,1,0,1
13,A,literal,0.6585900523,A,58,1,2,11,1,1,0,0
14,D,literal,0.6585900523,B,58,0,2,12,0,0,0,0
15,A,critical,1,B,58,0,2,13,0,0,0,0
16,A,critical,0.5400272658,C,58,0,2,14,0,1,0,1
17,B,critical,0.5153247851,C,58,0,2,15,0,2,0,2
18,C,critical,0.662024699,B,58,0,2,16,0,3,0,3
19,B,inferential,0.7254680353,D,58,0,2,17,0,4,0,4
0,D,literal,0,D,59,1,0,0,0,0,0,0
1,D,inferential,0.2796508158,B,59,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,59,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,59,0,0,3,0,2,0,0
4,B,inferential,0.3160402773,A,59,0,0,4,0,3,0,0
5,B,inferential,0.4830983286,A,59,0,0,5,0,4,0,0
6,B,literal,0.1370567028,B,59,1,1,5,1,4,0,0
7,B,critical,0.4742685156,D,59,0,1,6,0,0,0,0
8,C,inferential,0.5231932545,B,59,0,1,7,0,1,0,1
9,D,literal,0.06470921989,A,59,0,1,8,0,2,0,0
10,A,literal,0.06470921989,C,59,0,1,9,0,0,0,0
11,A,critical,0.6044730745,C,59,0,1,10,0,0,0,0
12,A,inferential,0.5759683477,D,59,0,1,11,0,1,0,1
13,B,literal,0.6585900523,A,59,0,1,12,0,2,0,0
14,A,literal,0.6585900523,B,59,0,1,13,0,0,0,0
15,A,critical,1,B,59,0,1,14,0,0,0,0
16,A,critical,0.5400272658,C,59,0,1,15,0,1,0,1
17,B,critical,0.5153247851,C,59,0,1,16,0,2,0,2
18,D,critical,0.662024699,B,59,0,1,17,0,3,0,3
19,A,inferential,0.7254680353,D,59,0,1,18,0,4,0,4
0,D,literal,0,D,60,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,60,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,60,1,1,1,1,0,0,0
3,B,inferential,0.3040887644,C,60,0,1,2,1,1,0,0
4,A,inferential,0.3160402773,A,60,1,2,2,2,1,0,0
5,A,inferential,0.4830983286,A,60,1,3,2,3,1,0,0
6,B,literal,0.1370567028,B,60,1,4,2,4,1,0,0
7,D,critical,0.4742685156,D,60,1,5,2,0,0,0,0
8,C,inferential,0.5231932545,B,60,0,5,3,0,1,0,1
9,B,literal,0.06470921989,A,60,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,60,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,60,0,5,6,0,0,0,0
12,D,inferential,0.5759683477,D,60,1,6,6,1,0,1,0
13,A,literal,0.6585900523,A,60,1,7,6,2,0,0,0
14,B,literal,0.6585900523,B,60,1,8,6,0,0,0,0
15,D,critical,1,B,60,0,8,7,0,0,0,0
16,D,critical,0.5400272658,C,60,0,8,8,0,1,0,1
17,D,critical,0.5153247851,C,60,0,8,9,0,2,0,2
18,C,critical,0.662024699,B,60,0,8,10,0,3,0,3
19,D,inferential,0.7254680353,D,60,1,9,10,1,3,1,3
0,D,literal,0,D,61,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,61,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,61,0,1,1,0,1,0,0
3,A,inferential,0.3040887644,C,61,0,1,2,0,2,0,0
4,A,inferential,0.3160402773,A,61,1,2,2,1,2,0,0
5,A,inferential,0.4830983286,A,61,1,3,2,2,2,0,0
6,B,literal,0.1370567028,B,61,1,4,2,3,2,0,0
7,B,critical,0.4742685156,D,61,0,4,3,0,0,0,0
8,A,inferential,0.5231932545,B,61,0,4,4,0,1,0,1
9,C,literal,0.06470921989,A,61,0,4,5,0,2,0,0
10,D,literal,0.06470921989,C,61,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,61,0,4,7,0,0,0,0
12,A,inferential,0.5759683477,D,61,0,4,8,0,1,0,1
13,C,literal,0.6585900523,A,61,0,4,9,0,2,0,0
14,A,literal,0.6585900523,B,61,0,4,10,0,0,0,0
15,B,critical,1,B,61,1,5,10,0,0,0,0
16,B,critical,0.5400272658,C,61,0,5,11,0,1,0,1
17,D,critical,0.5153247851,C,61,0,5,12,0,2,0,2
18,D,critical,0.662024699,B,61,0,5,13,0,3,0,3
19,C,inferential,0.7254680353,D,61,0,5,14,0,4,0,4
0,D,literal,0,D,62,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,62,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,62,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,62,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,62,1,4,0,3,0,0,0
5,B,inferential,0.4830983286,A,62,0,4,1,3,1,0,0
6,B,literal,0.1370567028,B,62,1,5,1,4,1,0,0
7,D,critical,0.4742685156,D,62,1,6,1,0,0,0,0
8,C,inferential,0.5231932545,B,62,0,6,2,0,1,0,1
9,B,literal,0.06470921989,A,62,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,62,0,6,4,0,0,0,0
11,A,critical,0.6044730745,C,62,0,6,5,0,0,0,0
12,A,inferential,0.5759683477,D,62,0,6,6,0,1,0,1
13,C,literal,0.6585900523,A,62,0,6,7,0,2,0,0
14,B,literal,0.6585900523,B,62,1,7,7,0,0,0,0
15,A,critical,1,B,62,0,7,8,0,0,0,0
16,D,critical,0.5400272658,C,62,0,7,9,0,1,0,1
17,C,critical,0.5153247851,C,62,1,8,9,1,1,1,1
18,C,critical,0.662024699,B,62,0,8,10,1,2,1,2
19,D,inferential,0.7254680353,D,62,1,9,10,2,2,2,2
0,B,literal,0,D,63,0,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,63,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,63,1,2,0,1,0,0,0
3,A,inferential,0.3040887644,C,63,0,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,63,1,3,1,2,1,0,0
5,B,inferential,0.4830983286,A,63,0,3,2,2,2,0,0
6,B,literal,0.1370567028,B,63,1,4,2,3,2,0,0
7,B,critical,0.4742685156,D,63,0,4,3,0,0,0,0
8,C,inferential,0.5231932545,B,63,0,4,4,0,1,0,1
9,B,literal,0.06470921989,A,63,0,4,5,0,2,0,0
10,A,literal,0.06470921989,C,63,0,4,6,0,0,0,0
11,A,critical,0.6044730745,C,63,0,4,7,0,0,0,0
12,A,inferential,0.5759683477,D,63,0,4,8,0,1,0,1
13,A,literal,0.6585900523,A,63,1,5,8,1,1,0,0
14,B,literal,0.6585900523,B,63,1,6,8,0,0,0,0
15,B,critical,1,B,63,1,7,8,0,0,0,0
16,C,critical,0.5400272658,C,63,1,8,8,1,0,1,0
17,B,critical,0.5153247851,C,63,0,8,9,1,1,1,1
18,D,critical,0.662024699,B,63,0,8,10,1,2,1,2
19,B,inferential,0.7254680353,D,63,0,8,11,1,3,1,3
0,C,literal,0,D,64,0,0,0,0,0,0,0
1,C,inferential,0.2796508158,B,64,0,0,1,0,0,0,0
2,D,inferential,0.4901752136,B,64,0,0,2,0,1,0,0
3,A,inferential,0.3040887644,C,64,0,0,3,0,2,0,0
4,C,inferential,0.3160402773,A,64,0,0,4,0,3,0,0
5,D,inferential,0.4830983286,A,64,0,0,5,0,4,0,0
6,A,literal,0.1370567028,B,64,0,0,6,0,5,0,0
7,B,critical,0.4742685156,D,64,0,0,7,0,0,0,0
8,A,inferential,0.5231932545,B,64,0,0,8,0,1,0,1
9,B,literal,0.06470921989,A,64,0,0,9,0,2,0,0
10,A,literal,0.06470921989,C,64,0,0,10,0,0,0,0
11,B,critical,0.6044730745,C,64,0,0,11,0,0,0,0
12,A,inferential,0.5759683477,D,64,0,0,12,0,1,0,1
13,A,literal,0.6585900523,A,64,1,1,12,1,1,0,0
14,C,literal,0.6585900523,B,64,0,1,13,0,0,0,0
15,A,critical,1,B,64,0,1,14,0,0,0,0
16,A,critical,0.5400272658,C,64,0,1,15,0,1,0,1
17,C,critical,0.5153247851,C,64,1,2,15,1,1,1,1
18,A,critical,0.662024699,B,64,0,2,16,1,2,1,2
19,D,inferential,0.7254680353,D,64,1,3,16,2,2,2,2
0,D,literal,0,D,65,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,65,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,65,1,1,1,1,0,0,0
3,C,inferential,0.3040887644,C,65,1,2,1,2,0,0,0
4,A,inferential,0.3160402773,A,65,1,3,1,3,0,0,0
5,A,inferential,0.4830983286,A,65,1,4,1,4,0,0,0
6,B,literal,0.1370567028,B,65,1,5,1,5,0,0,0
7,D,critical,0.4742685156,D,65,1,6,1,0,0,0,0
8,C,inferential,0.5231932545,B,65,0,6,2,0,1,0,1
9,B,literal,0.06470921989,A,65,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,65,0,6,4,0,0,0,0
11,D,critical,0.6044730745,C,65,0,6,5,0,0,0,0
12,A,inferential,0.5759683477,D,65,0,6,6,0,1,0,1
13,D,literal,0.6585900523,A,65,0,6,7,0,2,0,0
14,A,literal,0.6585900523,B,65,0,6,8,0,0,0,0
15,C,critical,1,B,65,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,65,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,65,0,6,11,0,2,0,2
18,B,critical,0.662024699,B,65,1,7,11,1,2,1,2
19,D,inferential,0.7254680353,D,65,1,8,11,2,2,2,2
0,D,literal,0,D,66,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,66,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,66,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,66,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,66,1,4,0,3,0,0,0
5,A,inferential,0.4830983286,A,66,1,5,0,4,0,0,0
6,B,literal,0.1370567028,B,66,1,6,0,5,0,0,0
7,D,critical,0.4742685156,D,66,1,7,0,0,0,0,0
8,B,inferential,0.5231932545,B,66,1,8,0,1,0,1,0
9,C,literal,0.06470921989,A,66,0,8,1,1,1,0,0
10,A,literal,0.06470921989,C,66,0,8,2,0,0,0,0
11,D,critical,0.6044730745,C,66,0,8,3,0,0,0,0
12,C,inferential,0.5759683477,D,66,0,8,4,0,1,0,1
13,B,literal,0.6585900523,A,66,0,8,5,0,2,0,0
14,A,literal,0.6585900523,B,66,0,8,6,0,0,0,0
15,C,critical,1,B,66,0,8,7,0,0,0,0
16,D,critical,0.5400272658,C,66,0,8,8,0,1,0,1
17,B,critical,0.5153247851,C,66,0,8,9,0,2,0,2
18,B,critical,0.662024699,B,66,1,9,9,1,2,1,2
19,A,inferential,0.7254680353,D,66,0,9,10,1,3,1,3
0,D,literal,0,D,67,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,67,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,67,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,67,1,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,67,1,3,1,2,1,0,0
5,A,inferential,0.4830983286,A,67,1,4,1,3,1,0,0
6,B,literal,0.1370567028,B,67,1,5,1,4,1,0,0
7,B,critical,0.4742685156,D,67,0,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,67,0,5,3,0,1,0,1
9,C,literal,0.06470921989,A,67,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,67,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,67,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,67,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,67,0,5,8,0,2,0,0
14,B,literal,0.6585900523,B,67,1,6,8,0,0,0,0
15,C,critical,1,B,67,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,67,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,67,0,6,11,0,2,0,2
18,D,critical,0.662024699,B,67,0,6,12,0,3,0,3
19,D,inferential,0.7254680353,D,67,1,7,12,1,3,1,3
0,D,literal,0,D,68,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,68,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,68,1,1,1,1,0,0,0
3,C,inferential,0.3040887644,C,68,1,2,1,2,0,0,0
4,A,inferential,0.3160402773,A,68,1,3,1,3,0,0,0
5,B,inferential,0.4830983286,A,68,0,3,2,3,1,0,0
6,B,literal,0.1370567028,B,68,1,4,2,4,1,0,0
7,D,critical,0.4742685156,D,68,1,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,68,0,5,3,0,1,0,1
9,B,literal,0.06470921989,A,68,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,68,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,68,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,68,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,68,0,5,8,0,2,0,0
14,B,literal,0.6585900523,B,68,1,6,8,0,0,0,0
15,C,critical,1,B,68,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,68,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,68,0,6,11,0,2,0,2
18,B,critical,0.662024699,B,68,1,7,11,1,2,1,2
19,D,inferential,0.7254680353,D,68,1,8,11,2,2,2,2
0,D,literal,0,D,69,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,69,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,69,0,0,2,0,1,0,0
3,B,inferential,0.3040887644,C,69,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,69,1,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,69,1,2,3,2,2,0,0
6,C,literal,0.1370567028,B,69,0,2,4,2,3,0,0
7,B,critical,0.4742685156,D,69,0,2,5,0,0,0,0
8,C,inferential,0.5231932545,B,69,0,2,6,0,1,0,1
9,C,literal,0.06470921989,A,69,0,2,7,0,2,0,0
10,A,literal,0.06470921989,C,69,0,2,8,0,0,0,0
11,A,critical,0.6044730745,C,69,0,2,9,0,0,0,0
12,D,inferential,0.5759683477,D,69,1,3,9,1,0,1,0
13,B,literal,0.6585900523,A,69,0,3,10,1,1,0,0
14,B,literal,0.6585900523,B,69,1,4,10,0,0,0,0
15,D,critical,1,B,69,0,4,11,0,0,0,0
16,D,critical,0.5400272658,C,69,0,4,12,0,1,0,1
17,A,critical,0.5153247851,C,69,0,4,13,0,2,0,2
18,B,critical,0.662024699,B,69,1,5,13,1,2,1,2
19,C,inferential,0.7254680353,D,69,0,5,14,1,3,1,3